title,author,isbn,publisher,chapter_number,chapter_title,section_number,content,reference
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,1,"본성의 빛과 창조와 섭리의 일들은 사람이 핑계할 수 없을 정도로 하나님의 선하심과 지혜와 능력을 너무나도 명백하게 나타내고 있다.1) 그럼 에도 이것들은 하나님과 그분의 뜻에 관하여 구원에 필요한 지식을 줄 정도 로 충분하지는 않다.2) 그래서 주님께서 여러 시대에 여러 모양으로 자신의 교회에 자신을 계시하고 자신의 뜻을 선포하기를 기뻐하셨다.3) 그리고 후에 는 진리를 더 잘 보존하고 전파하며, 육신의 부패 및 사탄과 세상의 악의에 맞서 교회를 더욱 견고하게 세우고 위로하기 위하여 바로 그 모든 것을 기록 하기를 기뻐하셨다.4) 이로 인하여 성경은 반드시 필요하게 되었다.5) 그리고 하나님께서 자신의 뜻을 자기 백성에게 계시하시던 이전 방식들은 이제 중 지되었다.6)","1) 롬 2:14~15; 1:19~20; 시 19:1~3; 롬 1:32; 2:1. 2) 고전 1:21; 2:13~14. 3) 히 1:1. 4) 잠 22:19~21; 눅 1:3~4; 롬 15:4; 마 4:4, 7, 10; 사 8:19~20. 5) 딤후 3:15; 벧후 1:19. 6) 히 1:1~2."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,2,"성경 즉 기록된 하나님의 말씀이라는 이름 아래 포함된 것은 현재 구약과 신약의 모든 책이다. 이 책들은 다음과 같다. 구약: 창세기, 출애굽기, 레위기, 민수기, 신명기, 여호수아, 사사기, 룻기, 사무엘상, 사무엘하, 열왕기상, 열왕기하, 역대상, 역대하, 에스라, 느헤미야, 에스더, 욥기, 시편, 잠언, 전도서, 아가, 이사야, 예레미야, 예레미야애가, 에스겔, 다니엘, 호세아, 요엘, 아모스, 오바댜, 요나, 미가, 나훔, 하박국, 스바냐, 학개, 스가랴, 말라기. 신약: 마태복음, 마가복음, 누가복음, 요한복음, 사도행전, 로마서, 고린도전서, 고린도후서, 갈라디아서, 에베소서, 빌립보서, 골로새서, 데살로니가전서, 데살로니가후서, 디모데전서, 디모데후서, 디도서, 빌레몬서, 히브리서, 야고보서, 베드로전서, 베드로후서, 요한일서, 요한이서, 요한삼서, 유다서, 요한계시록. 이 모든 책은 하나님의 영감에 의하여 믿음과 생활의 규범으로 주어졌다.1)","1) 눅 16:29, 31; 엡 2:20; 계 22:18~19; 딤후 3:16."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,3,"보통 외경이라 불리는 책들은 하나님의 영감으로 된 것이 아니므로 정경인 성경의 일부가 전혀 아니다. 따라서 이것들은 하나님의 교회에서 어떤 권위도 가지지 못하며, 단지 사람들이 쓴 다른 글과 같은 것일 뿐이며, 이와 다르게 인정을 받아서도 안 되며 사용되어서도 안 된다.1)","1) 눅 24:27, 44; 롬 3:2; 벧후 1:21."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,4,성경의 권위는 우리가 성경을 믿고 순종해야 하는 이유이다. 이 성경의 권위는 어떤 사람이나 교회의 증언에 의존하는 것이 아니며 (진리 자체이자) 성경의 저자이신 하나님께만 전적으로 의존한다. 그러므로 우리는 성경을 받아들여야 한다. 왜냐하면 성경은 하나님의 말씀이기 때문이다.1),"1) 벧후 1:19, 21; 딤후 3:16; 요일 5:9; 살전 2:13."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,5,"우리는 교회의 증언에 의해 감동되고 이끌리어 성경을 높이 여기고 경외심으로 대할 수 있다.1) 그리고 하늘에 속한 내용, 교훈의 감화력, 문체의 장엄함, 모든 부분의 조화로움, (모든 영광을 하나님께 돌리는) 전체 목적, 사람을 구원하는 유일한 길을 충분히 보여줌, 그 밖의 비교할 수 없는 많은 탁월함, 그리고 전체의 완전함 등은 성경 스스로가 하나님의 말씀임을 풍성하게 증언하는 논거들이다. 그럼에도 성경이 무오한 진리이며 신적 권위를 가지고 있음을 완전하게 인정하고 확신하는 것은 우리 마음속에 말씀에 의하여 또한 말씀과 함께 증언하시는 성령 하나님의 내적 사역으로 말미암는다.2)","1) 딤전 3:15. 2) 요일 2:20, 27; 요 16:13~14; 고전 2:10~12; 사 59:21."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,6,"하나님 자신의 영광, 사람의 구원, 믿음, 그리고 생활에 필요한 모든 것과 관련한 하나님의 전체 경륜은 성경에 분명하게 기록되어 있거나, 또한 적절하고 필연적인 논리적 귀결에 의하여 성경으로부터 추론될 수 있다. 그러나 성령의 새로운 계시에 의해서든지, 사람의 전통에 의해서든지, 어떤 것이라도 어느 때이건 성경에 추가되어서는 안 된다.1) 그럼에도 말씀에 계시된 일들을 구원에 이르도록 이해하기 위해서는 성령 하나님의 내적 조명이 필요함을 인정한다.2) 그리고 하나님을 예배하는 것과 교회 정치에 관해서는, 사람의 활동이나 사회 공동체들과 공통되는 상황들이 일부 있는데, 이 상황들은 본성의 빛과 기독교적 분별에 의해서 정해야 함을 인정한다. 그런데 이것들은 항상 지켜야 하는 말씀의 일반 규범을 따라야 한다.3)","1) 딤후 3:15~17; 갈 1:8~9; 살후 2:2. 2) 요 6:45; 고전 2:9~12. 3) 고전 11:13~14; 14:26, 40."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,7,"성경에 있는 모든 내용은 그 자체로 똑같이 명백한 것은 아니며, 또한 모든 사람에게 똑같이 분명한 것도 아니다.1) 그렇지만 구원받기 위하여 알고 믿고 지켜야 할 필요가 있는 것들은, 학식이 있는 사람뿐만 아니라 그렇지 않은 사람도 보통의 수단을 적절히 사용하면 충분히 이해할 정도로, 성경 곳곳에 분명하게 제시되어 있고 밝혀져 있다.2)","1) 벧후 3:16. 2) 시 119:105, 130."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,8,"(하나님의 옛 백성의 모국어인) 히브리어로 기록된 구약성경과 (신약성경이 기록되던 당시 여러 나라에 가장 일반적으로 알려진) 그리스어로 기록된 신약성경은, 하나님에 의해 직접 영감된 것이며, 하나님의 유례없는 보호와 섭리에 의해 모든 시대에 걸쳐 순수하게 보전되었으므로 본래 내용 그대로다.1) 그러므로 신앙과 관련한 모든 논쟁에 있어서 교회는 궁극적으로 원어 성경에 호소해야 한다.2) 그러나 성경에 대한 권리와 관심을 가지고, 하나님을 경외하는 가운데 성경을 읽고 연구하도록 명령을 받은 하나님의 백성 모두가 원어를 알지는 못하기 때문에,3) 성경이 전수된 각 나라의 통상적인 언어로 번역되어야만 하며,4) 그리하여 하나님의 말씀이 모든 사람 안에 풍성히 거하여, 이들이 하나님을 합당한 방식으로 예배하며,5) 성경이 주는 인내와 위로를 통하여 소망을 가질 수 있도록 하여야 한다.6)","1) 마 5:18. 2) 사 8:20; 행 15:15; 요 5:39, 46. 3) 요 5:39. 4) 고전 14:6, 9, 11~12, 24, 27~28. 5) 골 3:16. 6) 롬 15:4."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,9,"성경 해석의 무오한 규칙은 성경 자체이다. 그러므로 어떤 성경이든지 참되며 완전한 의미에 대해 의문이 있을 때는 (그 의미는 여러 가지가 아니라 단지 하나뿐인데), 더 분명하게 말씀하고 있는 다른 곳들을 연구하여 알아낼 수 있다.1)",1) 벧후 1:20~21; 행 15:15~16.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,1,성경,10,"신앙과 관련한 모든 논쟁은 최고의 재판관에 의하여 결정되어야 하며, 또 교회 회의들의 모든 결정, 고대 저자들의 견해, 사람들의 가르침, 사사로운 사상은 최고의 재판관에 의해 검토되어야 한다. 우리가 따라야 할 판단을 내리시는 그 최고의 재판관은 성경에서 말씀하시는 성령 하나님 이외에 다른 어떤 것일 수 없다.1)","1) 마 22:29, 31; 엡 2:20; 행 28:25."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,2,거룩하신 삼위일체 하나님,1,"오직 한 분뿐이시며1) 살아계시고 참되신 하나님이 계신다.2) 하나 님께서는 존재와 완전함에 있어 무한하시고,3) 지극히 순수한 영이시며,4) 눈 에 보이지 않으시고,5) 몸도 부분들도6) (우리와 같은) 성정(性情, passions)도7) 없으시며, 불변하시고,8) 광대하시며,9) 영원하시고,10) 불가해하시며,11) 전능 하시고,12) 지극히 지혜로우시며,13) 지극히 거룩하시고,14) 지극히 자유로우 시며,15) 지극히 절대적이시다.16) 그분 자신의 변치 않으며 지극히 의로운 의 지의 경륜에 따라17) 모든 일을 자신의 영광을 위하여 행하신다.18) 지극히 사 랑하시고,19) 은혜로우시며, 긍휼이 많으시고, 오래 참으시며, 선과 진실함이 풍성하시고, 불의와 범죄와 죄를 용서하신다.20) 그리고 그분 자신을 부지런 히 찾는 자에게 상을 주신다.21) 그러면서도 그분의 심판에 있어서 지극히 공 의로우시며 지극히 무서우시다.22) 모든 죄를 미워하시며23) 죄를 범한 자를 결단코 면죄하지 않으신다.24)","1) 신 6:4; 고전 8:4, 6. 2) 살전 1:9; 렘 10:10. 3) 욥 11:7~9; 욥 26:14. 4) 요 4:24. 5) 딤전 1:17. 6) 신 4:15~16; 요 4:24 눅 24:39. 7) 행 14:11, 15. 8) 약 1:17; 말 3:6. 9) 왕상 8:27; 렘 23:23~24. 10) 시 90:2; 딤전 1:17. 11) 시 145:3. 12) 창 17:1; 계 4:8. 13) 롬 16:27. 14) 사 6:3; 계 4:8. 15) 시 115:3. 16) 출 3:14. 17) 엡 1:11. 18) 잠 16:4; 롬 11:36. 19) 요일 4:8, 16. 20) 출 34:6, 7. 21) 히 11:6. 22) 느 9:32~33. 23) 시 5:5~6. 24) 나 1:2~3; 출 34:7."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,2,거룩하신 삼위일체 하나님,2,"하나님께서는 그분 스스로 자신 안에 모든 생명과1) 영광과2) 선과 3) 복을4) 가지고 계신다. 하나님께서는 또한 그분만으로 스스로 완전히 충분하시며, 그분이 만드신 그 어떤 피조물도 필요하지 않으시고,5) 어떤 영광도 이것들에게서 얻지 않으시며,6) 오히려 자신의 영광을 이것들 안에, 이것들로써, 이것들에, 이것들 위에 나타내실 뿐이다. 하나님께서는 모든 존재의 유일한 근원이시며, 만물이 그에게서 나오고, 그로 말미암으며, 그에게로 돌아간다.7) 그리고 하나님께서는 기뻐하시는 것은 무엇이든지 만물에 의하여, 만물을 위하여, 만물에 행하실 최고의 주권적인 권세를 만물에 대하여 가지고 계신다.8) 하나님의 눈앞에 만물은 드러나 있으며 명백하다.9) 하나님의 지식은 무한하며, 오류가 없고, 피조물에게 의존하지 않는다.10) 그리하여 하나님께는 어떤 것도 우연하거나 불확실하지 않다.11) 하나님께서는 자신의 모든 계획과 모든 일과 모든 명령에 있어서 지극히 거룩하시다.12) 천사들과 사람들과 다른 모든 피조물에게 요구하기를 기뻐하시는 어떤 예배와 섬김과 복종이라도 이 모든 것을 하나님께서 받으시기에 합당하시다.13)","1) 요 5:26. 2) 행 7:2. 3) 시 119:68. 4) 딤전 6:15; 롬 9:5. 5) 행 17:24, 25. 6) 욥 22:2~3. 7) 롬 11:36. 8) 계 4:11; 딤전 6:15; 단 4:25, 35. 9) 히 4:13. 10) 롬 11:33~34; 시 147:5. 11) 행 15:18; 겔 11:5. 12) 시 145:17; 롬 7:12. 13) 계 5:12~14."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,2,거룩하신 삼위일체 하나님,3,"하나님의 단일성 안에, 본질과 능력과 영원성이 하나인 세 위격이 계시니, 성부 하나님, 성자 하나님, 성령 하나님이시다.1) 성부 하나님께서는 누구에게서 비롯되지 않으시니, 누구에게서 나셨거나 나오시는 분이 아니시 다. 성자 하나님께서는 성부 하나님에게서 영원히 나셨으며,2) 성령 하나님 께서는 성부 하나님과 성자 하나님에게서 영원히 나오신다.3)","1) 마 3:16~17; 28:19; 고후 13:13. 2) 요 1:14, 18. 3) 요 15:26; 갈 4:6."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,1,"하나님께서 영원부터, 자신의 의지의 지극히 지혜로우며 거룩한 경 륜에 의하여, 일어나게 될 어떤 일이든지 자유롭게 그리고 변치 않게 작정하 셨다.1) 그로 인하여 하나님께서 죄의 조성자가 되시거나2) 피조물의 의지를 침해하시는 것도 아니다. 또한 제2원인들의 자유나 우발성(contingency)이 제거되는 것이 아니라, 오히려 확립된다.3)","1) 엡 1:11; 롬 11:33; 히 6:17; 롬 9:15, 18. 2) 약 1:13, 17; 요일 1:5. 3) 행 2:23; 마 17:12; 행 4:27~28; 요 19:11; 잠 16:33."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,2,"하나님께서는 예상되는 모든 조건 아래 일어나거나 일어날 수 있는 모든 일을 무엇이든지 아신다.1) 그럼에도 하나님께서 어떤 일을 작정하신 것은 그 일을 미래 일로 보셨거나, 또는 그런 조건 아래 일어날 일로 미리 보 셨기 때문이 아니다.2)","1) 행 15:18; 삼상 23:11~12; 마 11:21, 23. 2) 롬 9:11, 13, 16, 18."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,3,"자신의 영광을 나타내기 위한 하나님의 작정에 의하여 어떤 사람들과 천사들은1) 영원한 생명을 얻도록 예정되었으며, 다른 이들은 영원한 죽음에 이르도록 미리 정해졌다.2)",1) 딤전 5:21; 마 25:41. 2) 롬 9:22~23; 엡 1:5~6; 잠 16:4.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,4,그렇게 예정되고 미리 정해진 이 천사들과 사람들은 개별적으로 그리고 변할 수 없게 지명되어 있다. 이들의 수효는 확실하며 확정적이어서 늘어나거나 줄어들 수 없다.1),1) 딤후 2:19; 요 13:18.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,5,"하나님께서, 인류 가운데 생명을 얻도록 예정된 사람들을 선택하시되, 세상의 기초가 놓이기 전에, 자신의 영원하며 변치 않는 목적 및 자신의 의지의 비밀한 경륜과 선한 기쁨을 따라서, 단지 값없이 주시는 은혜와 사랑만으로 영원한 영광에 이르도록 그리스도 안에서 선택하셨다.1) 이는 믿음이나 선행과 이것들 안에서의 견인, 또는 피조물 안에 있는 다른 어떤 것을 조건이나 원인으로 미리 보시어 그렇게 행하신 것이 아니다.2) 그리고 이 모든 것이 자신의 영광스러운 은혜를 찬송하는 것이 되도록 하셨다.3)","1) 엡 1:4, 9, 11; 롬 8:30; 딤후 1:9; 살전 5:9. 2) 롬 9:11, 13, 16; 엡 1:4, 9. 3) 엡 1:6, 12."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,6,"하나님께서 선택하신 사람들을 영광에 이르도록 결정하셨듯이, 자신의 의지의 영원하며 지극히 자유로운 목적에 의해 영광에 이르게 하는 모든 방편을 미리 정하셨다.1) 그런 까닭에, 선택된 사람들은, 아담 안에서 타락한 이후, 그리스도에 의해 구속을 받고,2) 적절한 때에 역사하시는 그분의 성령에 의하여 그리스도를 믿는 믿음에 이르도록 효과 있게 부르심을 받고, 의롭다 하심을 받으며, 양자가 되고, 거룩하게 되며,3) 그분의 능력에 의해 믿음으로 말미암아 구원에 이르도록 보호를 받는다.4) 선택된 사람들 이외에 누구도 그리스도에 의하여 구속을 받거나, 효과 있게 부르심을 받거나, 의롭다 하심을 받거나, 양자가 되거나, 거룩하게 되거나, 구원받지 못한다.5)",1) 벧전 1:2; 엡 1:4~5; 2:10; 살후 2:13. 2) 살전 5:9~10; 딛 2:14. 3) 롬 8:30; 엡 1:5; 살후 2:13. 4) 벧전 1:5. 5) 요 17:9; 롬 8:28~39; 요 6:64~65; 10:26; 8:47; 요일 2:19.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,7,"인류 가운데 나머지 사람들에 대해서는, 하나님께서 기뻐하시는 대로 긍휼을 베풀거나 거두기도 하시는 그분 자신의 의지의 측량할 길 없는 경륜에 따라서, 피조물에 대한 자신의 주권적 권세의 영광을 위하여, 이들을 간과하시고 자신들의 죄로 인한 수치와 진노를 받도록 정하기를 기뻐하셨다. 그리하여 그분의 영광스러운 공의가 찬미 되게 하셨다.1)","1) 마 11:25~26; 롬 9:17~18, 21~22; 딤후 2:19~20; 유 1:4; 벧전 2:8."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,3,하나님의 영원한 작정,8,"예정이라는 이 심오한 신비에 관한 교리는 특별히 신중하고 주의 깊게 다루어야 한다.1) 그리하여 하나님의 말씀에 계시된 그분의 뜻에 집중하며 이것에 순종하는 사람들이, 효과 있는 부르심의 확실성에서, 자신들의 영원한 선택을 확신하도록 해야 한다.2) 이렇게 함으로써 이 교리는, 복음을 진실하게 복종하는 모든 사람에게, 하나님을 찬양하고 경외하며 경배할 근거와3) 겸비와 근면과 풍성한 위로의 근거를 제공할 것이다.4)","1) 롬 9:20; 11:33; 신 29:29. 2) 벧후 1:10. 3) 엡 1:6; 롬 11:33. 4) 롬 11:5~6, 20; 벧후 1:10; 롬 8:33; 눅 10:20."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,4,창조,1,"성부, 성자, 성령 하나님께서1) 자신의 영원한 능력과 지혜와 선하심 의 영광을 나타내시기 위하여,2) 태초에 세계와 그 안에 있는 보이는 것과 보 이지 않는 모든 것을 6일 동안에 무(無)에서 창조하시고 만드시기를 기뻐하 셨다. 그리고 이 모든 것이 심히 좋았다.3)",1) 히 1:2; 요 1:2~3; 창 1:2; 욥 26:13; 33:4. 2) 롬 1:20; 렘 10:12; 시 104:24; 33:5~6. 3) 창 1장; 히 11:3; 골 1:16; 행 17:24.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,4,창조,2,"다른 모든 피조물을 만드신 후에, 하나님께서 이성적이며 불멸하는 영혼을 가진 사람,1) 곧 남자와 여자를2) 창조하셨다. 그리고 이들에게 자신의 형상을 따라 지식과 의와 참된 거룩함을 부여하셨고,3) 이들의 마음에 하나 님의 법을 기록하셨으며,4) 이것을 성취할 능력을 부여하셨다.5) 그러나 범죄 할 가능성이 있는 가운데, 이들은 변할 수 있는 자신들의 의지의 자유에 따 라 행하도록 허락되었다.6) 이들은 자신들의 마음에 기록된 율법 외에도 선 과 악을 알게 하는 나무의 열매를 먹지 말라는 명령을 받았다.7) 이것을 지키 는 한, 이들은 하나님과의 교제 안에서 행복했으며 피조물에 대한 통치권을 가졌다.8)","1) 창 2:7; 전 12:7; 눅 23:43; 마 10:28. 2) 창 1:27. 3) 창 1:26; 골 3:10; 엡 4:24. 4) 롬 2:14~15. 5) 전 7:29. 6) 창 3:6; 전 7:29. 7) 창 2:17; 3:8~11, 23. 8) 창 1:26, 28."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,1,"만물의 위대한 창조자이신 하나님께서 자신의 지극히 지혜롭고 거룩 한 섭리에 의하여,1) 자신의 무오한 예지와2) 자신의 의지의 자유롭고 불변하 는 경륜에 따라서,3) 가장 큰 것으로부터 가장 작은 것에 이르기까지,4) 모든 피조물과 행동과 사물을 붙드시고,5) 지도하시고, 배정하시고, 통치하시며,6) 자신의 지혜와 능력과 공의와 선과 긍휼의 영광을 찬송하도록 하신다.7)","1) 잠 15:3; 시 104:24; 145:17. 2) 행 15:18; 시 94:8~11. 3) 엡 1:11; 시 33:10~11. 4) 마 10:29~31. 5) 히 1:3. 6) 단 4:34~35; 시 135:6; 행 17:25~26, 28; 욥 38~41장. 7) 사 63:14; 엡 3:10; 롬 9:17; 창 45:7; 시 145:7."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,2,"제1원인이신 하나님의 예지와 작정과 관련하여 볼 때, 모든 일은 변함 없이 그리고 틀림없이 일어난다.1) 그럼에도 바로 그 섭리에 의하여 하나님 께서 모든 일이 제2원인들의 성질에 따라 필연적으로, 자유롭게, 또는 우발 적으로(contingently) 일어나도록 하신다.2)","1) 행 2:23. 2) 창 8:22; 렘 31:35; 출 21:13; 신 19:5; 왕상 22:28, 34; 사 10:6~7."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,3,"하나님께서 통상적인 섭리에서는 방편들을 사용하시지만,1) 그럼에도 그분이 기뻐하시는 대로, 방편 없이,2) 방편을 초월하여,3) 그리고 방편을 거 슬러서 행하기에 자유로우시다.4)","1) 행 27:31, 44; 사 55:10~11; 호 2:21~22. 2) 호 1:7; 마 4:4; 욥 34:10. 3) 롬 4:19~21. 4) 왕하 6:6; 단 3:27."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,4,"하나님의 전능하신 능력, 측량할 수 없는 지혜, 그리고 무한한 선하심 은 그분의 섭리에서 아주 명백하게 드러나서, 이 섭리는 심지어 첫 번째 타 락에까지, 그리고 천사들과 사람들의 다른 모든 죄에까지 이른다.1) 그런데 이것은 단순한 허용에 의한 것이 아니라,2) 허용과 함께, 그분의 거룩한 목적 에 일치하도록, 여러 가지 경륜으로,3) 그 죄들을 지극히 지혜롭고 강력하게 제한하시거나,4) 아니면 이것들을 질서 있게 정하시고 통치하시는 방식에 의 한 것이다. 그러나 그 죄들의 죄악성은 오직 피조물에게서 나온 것이며, 하 나님에게서 비롯된 것이 아니다. 하나님께서는 지극히 거룩하시며 지극히 의로우신 분이시므로 죄의 조성자나 승인자가 아니시며, 그러한 분이실 수 도 없다.5)","1) 롬 11:32~34; 삼하 24:1; 대상 21:1; 왕상 22:22~23; 대상 10:4, 13~14; 삼하 16:10; 행 2:23; 4:27~28. 2) 행 14:16. 3) 창 50:20; 사 10:6~7, 12. 4) 시 76:10; 왕하 19:28. 5) 약 1:13~14, 17; 요일 2:16; 시 50:21."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,5,"지극히 지혜로우시고, 의로우시고, 은혜로우신 하나님께서 종종 그분 자신의 자녀들을 다양한 유혹과 마음의 부패에 얼마 동안 그대로 두신다. 이것은 이전에 범한 죄 때문에 이들을 징계하시기 위한 것이거나, 이들의 마음의 부패와 거짓됨의 숨은 힘을 이들이 발견하도록 하시어 이들이 겸비해지도록 하기 위함이다.1) 그리고 이들이 도움을 바라며 하나님을 더욱 가까이, 그리고 끊임없이 의지하도록 이들을 자라게 하시기 위함이다. 또한 이들로 하여금 죄를 범할 수 있는 모든 장래의 기회에 대비하여 더욱 경계하고, 여러 가지 다른 의롭고도 거룩한 목적에 대하여 더욱 유의하도록 하시기 위함이다.2)","1) 대하 32:25~26, 31; 삼하 24:1. 2) 고후 12:7~9; 시 73편; 77:1, 10, 12; 막 14:66~72; 요 21:15~17."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,6,"사악하고 불경건한 사람들의 경우에, 의로운 재판장이신 하나님께서 이들이 이전에 범한 죄로 인하여 눈멀게 하시고 완악하게 하신다.1) 하나님께서 은혜를 주셨다면, 이들의 이해가 밝아지며 이들의 마음이 영향을 받았을 것이나, 그런 은혜를 이들에게 베풀지 않으실 뿐만 아니라,2) 때로는 이들이 소유한 은사를 철회하기도 하신다.3) 그리고 이들의 부패로 인하여 죄의 기회로 삼는 것들에 이들을 노출시키신다.4) 아울러 이들 자신의 정욕과 세상의 유혹과 마귀의 권세에 이들을 넘기신다.5) 이로써 심지어 하나님께서 다른 사람들을 부드럽게 하시기 위하여 사용하시는 방편들 아래에서도, 이들 스스로 완악하게 하는 일이 일어난다.6)","1) 롬 1:24, 26, 28; 11:7~8. 2) 신 29:4. 3) 마 13:12; 25:29. 4) 신 2:30; 왕하 8:12~13. 5) 시 81:11~12; 살후 2:10~12. 6) 출 7:3; 8:15, 32; 고후 2:15~16; 사 8:14; 벧전 2:7~8; 사 6:9~10; 행 28:26~27."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,5,섭리,7,"하나님의 섭리가 일반적으로 모든 피조물에 미치고 있는 것처럼, 아주 특별한 방식으로 그분의 교회를 돌보며 교회에 유익이 되도록 모든 일을 질서 있게 정하신다.1)","1) 딤전 4:10; 암 9:8~9; 롬 8:28; 사 43:3~5, 14."
